2024-04-01,17.35102236185724,78.45564401926492,193
2024-04-01,17.396677795911085,78.43490752329386,187
2024-04-01,17.371968888778728,78.40997799126332,78
2024-04-01,17.333995264191337,78.42717518398022,176
2024-04-01,17.409940160892596,78.43658436198895,34
2024-04-01,17.391219756444695,78.49613926035882,98
2024-04-01,17.36697945905891,78.48111933353808,193
2024-04-01,17.384838396256338,78.48347293342273,132
2024-04-01,17.387409065957975,78.49943675579021,40
2024-04-01,17.33985020602602,78.45841041284271,94
2024-04-01,17.373120638662147,78.49705732203951,44
2024-04-01,17.39395848484793,78.4998329910205,2
2024-04-01,17.367477071691575,78.46278980030603,9
2024-04-01,17.3603540971124,78.44884026381453,109
2024-04-01,17.330154088573174,78.4507248908648,193
2024-04-01,17.39148491377534,78.49032004382937,128
2024-04-01,17.312953535768386,78.48762585196309,16
2024-04-01,17.37333158232255,78.45373308407116,91
2024-04-01,17.37704782251696,78.41126446192263,68
2024-04-01,17.352113598724216,78.43594586720351,50
2024-04-02,17.35102236185724,78.45564401926492,13
2024-04-02,17.396677795911085,78.43490752329386,77
2024-04-02,17.371968888778728,78.40997799126332,35
2024-04-02,17.333995264191337,78.42717518398022,77
2024-04-02,17.409940160892596,78.43658436198895,77
2024-04-02,17.391219756444695,78.49613926035882,195
2024-04-02,17.36697945905891,78.48111933353808,125
2024-04-02,17.384838396256338,78.48347293342273,55
2024-04-02,17.387409065957975,78.49943675579021,187
2024-04-02,17.33985020602602,78.45841041284271,146
2024-04-02,17.373120638662147,78.49705732203951,191
2024-04-02,17.39395848484793,78.4998329910205,46
2024-04-02,17.367477071691575,78.46278980030603,39
2024-04-02,17.3603540971124,78.44884026381453,14
2024-04-02,17.330154088573174,78.4507248908648,36
2024-04-02,17.39148491377534,78.49032004382937,3
2024-04-02,17.312953535768386,78.48762585196309,31
2024-04-02,17.37333158232255,78.45373308407116,60
2024-04-02,17.37704782251696,78.41126446192263,37
2024-04-02,17.352113598724216,78.43594586720351,114
2024-04-03,17.35102236185724,78.45564401926492,146
2024-04-03,17.396677795911085,78.43490752329386,53
2024-04-03,17.371968888778728,78.40997799126332,81
2024-04-03,17.333995264191337,78.42717518398022,76
2024-04-03,17.409940160892596,78.43658436198895,99
2024-04-03,17.391219756444695,78.49613926035882,167
2024-04-03,17.36697945905891,78.48111933353808,128
2024-04-03,17.384838396256338,78.48347293342273,126
